address,listing_dates,CRMLS_ID,Event,price
Undisclosed Address,"Jul 9, 2007,Jun 29, 2007,May 24, 2007,Apr 19, 2007,Mar 29, 2007,Mar 29, 2007,Mar 19, 2007,Mar 5, 2007,Jun 2, 2006,Apr 24, 2006,Apr 24, 2006,Apr 10, 2006,Apr 10, 2006,Mar 27, 2006,Nov 29, 2005","CRMLS #S945417,Public Records,CRMLS #S945417,CRMLS #S945417,CRMLS #S942495,CRMLS #S942495,CRMLS #S942495,CRMLS #S942495,CRMLS #S922994,CRMLS #S922994,CRMLS #S921933,CRMLS #S921239,CRMLS #S921933,CRMLS #S921239,Public Records","Sold (MLS) (Closed Sale),Sold (Public Records),Delisted,Listed,Price Changed,Delisted,Price Changed,Listed,Delisted,Listed,Delisted,Delisted,Listed,Listed,Sold (Public Records)","$1,779,000,$1,779,000,$1,779,000,*,*,*,*,*,*,$1,494,000"
654 5th St ,"Aug 13, 2007,Jul 17, 2007,Jun 28, 2007,May 26, 2007,May 26, 2007,Apr 20, 2007,Apr 18, 2007,Mar 13, 2007,Mar 8, 2007,Jan 29, 2007,Jan 28, 2007,Nov 19, 2006,Nov 13, 2006,Nov 1, 2006,Oct 2, 2006","CRMLS #S949760,CRMLS #S949760,CRMLS #S949760,CRMLS #S943147,CRMLS #S943147,CRMLS #S943147,CRMLS #S943147,CRMLS #S943147,CRMLS #S938220,CRMLS #S938220,CRMLS #S938220,CRMLS #S937374,CRMLS #S937374,CRMLS #S934970,CRMLS #S934970","Sold (MLS) (Closed),Delisted,Listed,Delisted,Price Changed,Price Changed,Price Changed,Listed,Delisted,Price Changed,Listed,Delisted,Listed,Delisted,Listed","$1,305,000,$1,349,000,*,*,*,*,*,*,*,*"
Undisclosed Address,"Nov 20, 2007,Nov 19, 2007,Oct 19, 2007,Sep 1, 2007,Aug 27, 2007,Aug 20, 2007,Oct 15, 1986,Oct 15, 1986","Public Records,CRMLS #S953369,CRMLS #S953369,CRMLS #S953522,CRMLS #S953522,CRMLS #S953369,Public Records,Public Records","Sold (Public Records),Sold (MLS),Delisted,Delisted,Listed,Listed,Sold (Public Records),Sold (Public Records)","$1,925,000,$1,925,000,*,$1,999,995,$290,000,$290,000"
2304 Hillcrest Dr ,"Apr 11, 2008,Apr 11, 2008,Mar 19, 2008,Mar 13, 2008,Feb 6, 2008,Jun 19, 1987","CRMLS #S08018206,Public Records,CRMLS #S08018206,CRMLS #S08018206,CRMLS #S08018206,Public Records","Sold (MLS) (Closed),Sold (Public Records),Delisted,Contingent,Listed,Sold (Public Records)","$1,310,000,$1,290,000,$1,349,122,$269,500"
2117 Power ,"May 2, 2008,Apr 30, 2008,Apr 30, 2008,Apr 30, 2008,Apr 30, 2008,Feb 5, 2008,Feb 4, 2008,Dec 18, 2007,Dec 18, 2007","CRMLS #S959629,TheMLS #07-242143,CRMLS #S959628,CRMLS #S959629,Public Records,CRMLS #S959629,CRMLS #S959628,TheMLS #07-242143,CRMLS #S959628","Delisted,Delisted,Sold (MLS),Sold (MLS) (Closed),Sold (Public Records),Listed,Delisted,Listed,Listed","$2,875,000,$2,875,000,$2,875,000,$3,150,000,**,$3,150,000"
736 Gould #18 ,"May 30, 2008,May 30, 2008,May 22, 2008,May 10, 2008,Apr 30, 2008,Apr 21, 2008,Apr 16, 2008,Jan 10, 2008,Nov 28, 2007,Oct 6, 2007,Sep 14, 2007,Aug 29, 2007,Jan 11, 2006,Feb 26, 2004,Jul 7, 2003,Jul 3, 2003,Jul 3, 2003,Jul 2, 2003,Jun 5, 2001,Jan 2, 1998,Sep 24, 1997,Sep 25, 1996,Aug 14, 1995,Aug 14, 1995,Jun 2, 1995,Dec 28, 1982","CRMLS #S960412,Public Records,CRMLS #S960412,CRMLS #S960412,CRMLS #S960412,CRMLS #S960412,CRMLS #S960412,CRMLS #S960412,CRMLS #S953828,CRMLS #S953828,CRMLS #S953828,CRMLS #S953828,CRMLS #S343130,CRMLS #S343130,Public Records,CRMLS #S343130,CRMLS #S343130,CRMLS #S343130,Public Records,Public Records,CRMLS #S136941,CRMLS #S112988,CRMLS #S112988,CRMLS #S111601,CRMLS #S111601,Public Records","Sold (MLS) (Closed),Sold (Public Records),Delisted,Contingent,Relisted,Contingent,Price Changed,Listed,Delisted,Price Changed,Price Changed,Listed,Delisted,Listed,Sold (Public Records),Price Changed,Price Changed,Price Changed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Delisted,Listed,Sold (Public Records)","$760,000,$760,000,$769,000,$839,000,*,*,*,**,$691,000,**,**,**,$460,000,$350,000,**,*,*,$170,000"
419 Anita St Unit A ,"Jul 9, 2008,Jul 1, 2008,Jun 3, 2008,May 16, 2008,Apr 11, 2008,Apr 1, 2008,Mar 24, 2008,Mar 19, 2008,Feb 22, 2008,Jan 28, 2008,Dec 3, 2007,Dec 2, 2007,May 2, 2007","CRMLS #S08042808,CRMLS #S08042808,CRMLS #S08042808,TheMLS #08-257189,CRMLS #S08042808,TheMLS #08-257189,CRMLS #S08042808,CRMLS #S959032,TheMLS #08-257189,Public Records,CRMLS #S959032,CRMLS #S946186,CRMLS #S946186","Delisted,Sold (MLS) (Closed),Contingent,Delisted,Delisted,Price Changed,Listed,Delisted,Listed,Sold (Public Records),Listed,Delisted,Listed","$1,050,000,**,$1,089,000,**,$1,296,000,*,*"
2411 Prospect Ave #304 ,"Mar 22, 2011,Feb 1, 2011,Jan 30, 2011,Oct 1, 2010,Jul 30, 2008,Jul 25, 2008,Jul 25, 2008,May 19, 2008,May 15, 2008,May 14, 2008,Sep 16, 2005,Sep 16, 2005,Jul 30, 2005,Jun 20, 2005,Apr 28, 2005,Apr 29, 2003,Feb 26, 2003,Jul 10, 1998,Jul 10, 1998,May 2, 1998,Oct 28, 1996,Apr 10, 1996,Nov 9, 1995,Jul 28, 1995,Jul 27, 1995,May 10, 1995,May 2, 1995,Mar 9, 1995,Mar 15, 1994,Apr 27, 1990","CRMLS #S11012819,CRMLS #S11012819,CRMLS #S10104656,CRMLS #S10104656,CRMLS #Z08071598,CRMLS #R804928,CRMLS #Z08071598,CRMLS #R804928,CRMLS #Z08071598,CRMLS #R804928,CRMLS #S904353,Public Records,CRMLS #S901427,CRMLS #S904353,CRMLS #S901427,Public Records,CRMLS #V339328,Public Records,Public Records,CRMLS #S146246,Public Records,CRMLS #S117740,CRMLS #S112683,CRMLS #S112683,CRMLS #S14439,CRMLS #S14439,CRMLS #S109913,CRMLS #S109913,Public Records,Public Records","Delisted (Withdrawn),Listed (Active),Delisted (Expired),Listed (Active),Delisted,Sold (MLS) (Closed),Sold (MLS) (Closed),Delisted,Listed,Listed,Sold (MLS),Sold (Public Records),Delisted,Listed,Listed,Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Listed,Sold (Public Records),Listed,Delisted,Listed,Delisted,Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","*,*,$440,000,$440,000,$449,900,$449,900,$505,000,$505,000,$500,000,*,$320,000,**,$167,000,$167,000,**,$125,500,**,*,*,*,$145,000,$175,000"
841 19th St ,"Aug 7, 2008,Aug 6, 2008,Jun 30, 2008,Jun 6, 2008,May 27, 2008,Apr 30, 2008,Dec 5, 2003,Feb 20, 2003,Feb 14, 2003,Jan 2, 2003,Oct 30, 2002,Jul 26, 1983","CRMLS #S08062868,Public Records,CRMLS #S08062868,CRMLS #S08062868,CRMLS #S08062868,CRMLS #S08062868,CRMLS #S336482,CRMLS #S336482,Public Records,CRMLS #S334027,CRMLS #S334027,Public Records","Sold (MLS) (Closed),Sold (Public Records),Delisted,Price Changed,Price Changed,Listed,Listed,Price Changed,Sold (Public Records),Delisted,Listed,Sold (Public Records)","$1,235,000,$1,235,000,$1,299,000,$1,324,000,$1,349,000,**,**,$546,000,*,$166,000"
941 24th St ,"Oct 2, 2008,Oct 2, 2008,Aug 28, 2008,Aug 13, 2008,Jul 22, 2008,Jan 22, 1999,Oct 12, 1998","CRMLS #S08105514,Public Records,CRMLS #S08105514,CRMLS #S08105514,CRMLS #S08105514,Public Records,CRMLS #S154711","Sold (MLS) (Closed),Sold (Public Records),Delisted,Contingent,Listed,Sold (Public Records),Listed","$1,485,000,$1,485,000,$1,498,000,$450,000,**"
612 The Strand ,"Oct 31, 2008,Oct 31, 2008,Oct 24, 2008,Sep 15, 2008,Sep 15, 2008,Aug 29, 2008,Jun 23, 2008,Nov 15, 1996,Jul 9, 1996","CRMLS #S08090868,Public Records,CRMLS #S08090868,CRMLS #S08090868,CRMLS #S08090868,CRMLS #S08090868,CRMLS #S08090868,Public Records,CRMLS #V9540","Sold (MLS) (Closed),Sold (Public Records),Delisted,Price Changed,Relisted,Delisted,Listed,Sold (Public Records),Listed","$5,300,000,$5,300,000,$5,649,000,$6,199,000,$995,000,**"
604 5th St ,"Dec 11, 2008,Nov 30, 2008,Nov 10, 2008,Nov 10, 2008,Oct 24, 2008,Sep 26, 2008,Aug 18, 2008,Jul 1, 2008,May 16, 2008,May 14, 2008,May 12, 2008,May 12, 2008,Nov 12, 2007","CRMLS #V958127,CRMLS #V958127,CRMLS #V958127,CRMLS #V958127,CRMLS #V958127,CRMLS #V958127,CRMLS #V958127,CRMLS #V958127,CRMLS #V08069373,CRMLS #V958127,CRMLS #V08069373,CRMLS #V958127,CRMLS #V958127","Sold (MLS) (Closed),Delisted,Contingent,Delisted,Price Changed,Price Changed,Price Changed,Price Changed,Delisted,Relisted,Listed,Delisted,Listed","$1,275,000,$1,299,000,$1,399,000,$1,475,000,$1,499,999,*,$1,550,000"
606 5th St ,"Jun 26, 2009,Jun 25, 2009,Jun 25, 2009,May 13, 2009,May 8, 2009,Mar 6, 2009,Feb 3, 2009,Feb 3, 2009,Dec 3, 2008,Nov 26, 2008,Nov 24, 2008,Nov 12, 2008,Sep 15, 2008,Aug 11, 2008,Aug 9, 2008,Jul 26, 2008,Jul 1, 2008,Nov 13, 2007,Nov 12, 2007,May 15, 2007","CRMLS #V08115534,CRMLS #V08115534,Public Records,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V08115534,CRMLS #V958134,CRMLS #V958134,CRMLS #V958134,CRMLS #V958134,CRMLS #V946945,CRMLS #V946945","Delisted,Sold (MLS) (Closed),Sold (Public Records),Contingent,Price Changed,Price Changed,Price Changed,Relisted,Price Changed,Contingent,Delisted,Price Changed,Contingent,Listed,Delisted,Price Changed,Price Changed,Listed,Delisted,Listed","$1,015,000,$1,015,000,$1,049,000,$1,075,000,$1,099,999,$1,175,000,$1,199,000,$1,289,000,*,*,*,*"
650 Hermosa Ave Ave ,"Jul 31, 2009,Jul 31, 2009,Jun 9, 2009,Jun 8, 2009,May 21, 2009,Sep 6, 2008,May 22, 2008","CRMLS #S08075483,CRMLS #S08075483,CRMLS #S08075483,CRMLS #S08075483,CRMLS #S08075483,CRMLS #S08075483,CRMLS #S08075483","Price Changed (Closed),Sold (MLS) (Closed),Delisted,Relisted,Delisted,Price Changed,Listed","$975,000,$950,000,$1,249,000,$1,550,000"
601 24th St ,"Jul 31, 2009,Jul 30, 2009,Jun 26, 2009,Jun 11, 2009,Apr 19, 1985","CRMLS #S09063798,Public Records,CRMLS #S09063798,CRMLS #S09063798,Public Records","Sold (MLS) (Closed),Sold (Public Records),Delisted,Listed,Sold (Public Records)","$925,000,$925,000,$975,000,$170,000"
628 4TH St ,"Oct 1, 2009,Sep 15, 2009,Aug 5, 2009,Jul 10, 2009,May 29, 2009,May 8, 2009,Apr 22, 2009,May 6, 2005,May 6, 2005,May 3, 2005,Feb 7, 2005,Mar 15, 2002,Aug 9, 1997","CRMLS #U9001883,Public Records,CRMLS #U9001883,CRMLS #U9001883,CRMLS #U9001883,CRMLS #U9001883,CRMLS #U9001883,CRMLS #Z375404,Public Records,CRMLS #Z375404,CRMLS #Z375404,Public Records,CRMLS #S135030","Sold (MLS) (Closed Sale),Sold (Public Records),Contingent (Backup Offers Accepted),Price Changed,Price Changed,Price Changed,Listed,Sold (MLS),Sold (Public Records),Delisted,Listed,Sold (Public Records),Listed","$750,000,$750,000,$799,000,$819,000,$830,000,$849,000,$890,000,$890,000,$879,900,$557,000,**"
25 21st St ,"Oct 16, 2009,Oct 16, 2009,Oct 15, 2009,Oct 15, 2009,Oct 15, 2009,Sep 9, 2009,Sep 9, 2009,Aug 11, 2009,Aug 11, 2009,Jun 22, 2009,Jun 22, 2009,Jun 10, 2009,Jun 10, 2009,May 29, 2009,May 29, 2009,Apr 10, 2009,Mar 20, 2009,Mar 19, 2009,Feb 26, 2009,Sep 14, 2006,Sep 14, 2006,Sep 14, 2006,Jul 9, 2006,Mar 23, 2006,Mar 8, 2006,Mar 8, 2006,Sep 23, 2005,Sep 23, 2005,Mar 23, 2005,Mar 23, 2005,Jul 20, 1978","CRMLS #S09041470,CRMLS #S09023668,CRMLS #S09023668,CRMLS #S09041470,Public Records,CRMLS #S09041470,CRMLS #S09023668,CRMLS #S09041470,CRMLS #S09023668,CRMLS #S09023668,CRMLS #S09041470,CRMLS #S09023668,CRMLS #S09041470,CRMLS #S09023668,CRMLS #S09041470,CRMLS #S09041470,CRMLS #S09023668,CRMLS #S09023668,CRMLS #S09023668,CRMLS #S919720,CRMLS #S929146,Public Records,CRMLS #S929146,CRMLS #S910375,CRMLS #S917844,CRMLS #S919720,CRMLS #S900109,CRMLS #S910375,CRMLS #S917844,CRMLS #S900109,Public Records","Delisted,Delisted,Sold (MLS) (Closed),Sold (MLS) (Closed),Sold (Public Records),Contingent (Active Under Contract),Contingent (Active Under Contract),Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Listed,Price Changed,Price Changed,Listed,Sold (MLS),Sold (MLS),Sold (Public Records),Listed,Delisted,Delisted,Listed,Delisted,Listed,Listed,Listed,Sold (Public Records)","$2,600,000,$2,600,000,$2,600,000,$2,735,000,$2,735,000,$2,799,000,$2,799,000,$2,825,000,$2,825,000,$2,900,000,$2,900,000,$2,999,000,$2,999,000,$3,100,000,$3,250,000,$3,515,000,$3,515,000,$3,515,000,$3,675,000,$3,675,000,*,*,*,$75,000"
1070 3rd St ,"Dec 4, 2009,Dec 4, 2009,Nov 14, 2009,Oct 12, 2009,Oct 2, 2009,Sep 27, 2009,Sep 20, 2009,May 20, 2009","CRMLS #N09104202,Public Records,CRMLS #N09104202,CRMLS #N09104202,CRMLS #N09104202,CRMLS #N09104202,TheMLS #09-371291,TheMLS #09-371291","Sold (MLS) (Closed),Sold (Public Records),Pending,Price Changed,Price Changed,Listed (Active),Delisted,Listed","$702,000,$702,000,$795,000,$825,000,$849,000,*"
740 24th Pl ,"Jan 21, 2010,Jan 21, 2010,Dec 15, 2009,Oct 26, 2009,Oct 25, 2009,Oct 18, 2009,Sep 18, 2009,Aug 8, 2009,Mar 28, 1975","CRMLS #S09086102,Public Records,CRMLS #S09086102,CRMLS #S09086102,CRMLS #S09086102,CRMLS #S09086102,CRMLS #S09086102,CRMLS #S09086102,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending,Pending (Backup Offers Accepted),Pending,Delisted,Contingent (Active Under Contract),Listed (Active),Sold (Public Records)","$960,000,$960,000,$1,050,000,$250,000"
3318 Hermosa Ave ,"Jan 28, 2010,Nov 28, 2009,Nov 12, 2009,Jul 29, 2009,Jun 4, 2009","CRMLS #S09061533,CRMLS #S09061533,CRMLS #S09061533,CRMLS #S09061533,CRMLS #S09061533","Sold (MLS) (Closed),Pending,Pending (Backup Offers Accepted),Price Changed,Listed","$4,400,000,$4,995,000,$5,495,000"
1720 Ardmore Ave #326 ,"Mar 19, 2010,Mar 19, 2010,Feb 9, 2010,Feb 1, 2010,Jan 11, 2010,Dec 9, 2009,Dec 31, 2006,Jun 30, 2006,Apr 25, 2006,Mar 28, 2006,May 16, 2002,Apr 30, 2002,Feb 16, 2002,Jan 29, 1999,Oct 12, 1998,Oct 12, 1998,Feb 20, 1991,Jan 20, 1989","CRMLS #S09128999,Public Records,CRMLS #S09128999,CRMLS #S09128999,CRMLS #S09128999,CRMLS #S09128999,CRMLS #S923083,CRMLS #S921069,CRMLS #S923083,CRMLS #S921069,CRMLS #S319030,Public Records,CRMLS #S319030,Public Records,CRMLS #S156577,CRMLS #S154668,Public Records,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending,Price Changed,Price Changed,Listed (Active),Delisted,Delisted,Listed,Listed,Delisted,Sold (Public Records),Listed,Sold (Public Records),Listed,Listed,Sold (Public Records),Sold (Public Records)","$460,000,$460,000,$475,000,$499,000,$525,000,*,*,$321,000,*,$220,000,**,**,$212,500,$189,000"
672 4th St ,"Mar 30, 2010,Mar 23, 2010,Mar 5, 2010,Feb 10, 2010,Sep 21, 2009,Aug 5, 2009,Jun 16, 2009,May 11, 2009,Nov 9, 2007,Nov 8, 2007,Nov 8, 2007","CRMLS #S09052536,CRMLS #S09052536,CRMLS #S09052536,CRMLS #S09052536,CRMLS #S09052536,CRMLS #S09052536,CRMLS #S09052536,CRMLS #S09052536,CRMLS #S959908,CRMLS #S959908,CRMLS #S959908","Sold (MLS) (Closed),Pending,Relisted (Active),Pending,Price Changed,Price Changed,Price Changed,Listed,Sold (MLS),Listed,Delisted","$1,200,000,$1,279,000,$1,299,000,$1,349,000,$1,399,000,$1,408,500,$1,408,500"
Undisclosed Address,"May 18, 2010,May 18, 2010,Mar 24, 2010,Feb 11, 2010,Nov 7, 2008,Nov 5, 2008,Jul 30, 1968","CRMLS #S10015415,Public Records,CRMLS #S10015415,CRMLS #S10015415,CRMLS #S08139958,CRMLS #S08139958,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Listed (Active),Delisted,Listed,Sold (Public Records)","$1,355,000,$1,340,000,$1,499,000,*,$45,000"
731 4th St ,"Jul 28, 2010,Jul 28, 2010,Jul 2, 2010,Apr 2, 2010,Feb 3, 2010,Nov 3, 2009,Aug 21, 2009,Jun 22, 2009,May 21, 2009,Mar 26, 2009,Feb 27, 2004,Jan 14, 2004,Oct 7, 2000,Oct 6, 2000,Aug 8, 2000,Sep 14, 1999,May 8, 1999,Feb 20, 1998,Jan 19, 1998,Dec 21, 1997,Dec 21, 1997,Sep 17, 1997,Sep 17, 1997","CRMLS #S10012070,Public Records,CRMLS #S10012070,CRMLS #S10012070,CRMLS #S10012070,CRMLS #V09035314,CRMLS #V09035314,CRMLS #V09035314,CRMLS #V09035314,CRMLS #V09035314,Public Records,CRMLS #S354956,CRMLS #S186465,CRMLS #S183831,CRMLS #S183831,CRMLS #S181112,CRMLS #S181112,CRMLS #S141510,CRMLS #S141510,CRMLS #S136722,CRMLS #S139001,CRMLS #S136722,CRMLS #S139001","Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Price Changed,Listed (Active),Delisted (Withdrawn),Price Changed,Price Changed,Price Changed,Listed,Sold (Public Records),Listed,Listed,Delisted,Listed,Price Changed,Listed,Delisted,Listed,Delisted,Delisted,Listed,Listed","$900,000,$900,000,$935,000,$960,000,*,*,*,*,$980,000,**,**,*,*,*,*,*,*"
1956 Hermosa Ave ,"Feb 28, 2011,Feb 28, 2011,Jan 21, 2011,Jan 5, 2011,Nov 10, 2010,Sep 14, 2010,Sep 14, 2010,Jul 27, 2010,Jul 1, 2010,Jul 30, 1997,Nov 26, 1996,May 9, 1986","CRMLS #S11001379,Public Records,CRMLS #S11001379,CRMLS #S11001379,CRMLS #S10097973,CRMLS #S10070168,CRMLS #S10097973,CRMLS #S10070168,CRMLS #S10070168,CRMLS #S123574,CRMLS #S123574,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending,Listed (Active),Delisted (Cancelled),Delisted (Withdrawn),Listed (Active),Price Changed,Listed (Active),Delisted,Listed,Sold (Public Records)","$1,275,000,$1,275,000,$1,359,000,*,*,*,*,$295,000"
2801 Manhattan Ave ,"Dec 23, 2012,Dec 30, 2004,Dec 21, 2004,Nov 30, 2004,Jun 14, 1995,Feb 14, 1995,Jun 4, 1985","CRMLS #S373378,CRMLS #S373378,CRMLS #S373378,CRMLS #S373378,CRMLS #S109447,CRMLS #S109447,Public Records","Price Changed,Delisted,Listed,Price Changed,Delisted,Listed,Sold (Public Records)","*,*,*,*,$287,500"
28 20th St ,"Jan 27, 1971,Jul 13, 1964","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$24,000,$22,000"
1908 The Strand ,"Mar 6, 1975,Jan 21, 1971","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$149,500,$51,500"
2040 The Strand ,"Sep 25, 1998,Jan 21, 1998,May 29, 1986","Public Records,CRMLS #S141593,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$1,350,000,**,$575,000"
49 20th St ,"Jun 6, 2011",Public Records,Sold (Public Records),"$2,215,000"
Undisclosed Address,"Mar 10, 2000,Oct 26, 1999,Apr 21, 1999","Public Records,CRMLS #S179336,CRMLS #S179336","Sold (Public Records),Price Changed,Listed","$895,000,**,**"
17 23RD St ,"Apr 1, 1999,Feb 15, 1999,May 25, 1971","Public Records,CRMLS #V20097,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$800,000,**,$57,500"
2207 Hermosa Ave ,"Jan 13, 1978",Public Records,Sold (Public Records),"$156,000"
Undisclosed Address,"Oct 25, 2002,Sep 9, 2002,Aug 8, 1997,Apr 30, 1997,Dec 1, 1996,Apr 29, 1996,Jun 19, 1987,Aug 30, 1985","Public Records,CRMLS #S330847,Public Records,CRMLS #S130142,CRMLS #S118100,CRMLS #S118100,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","$2,460,020,**,$975,000,**,*,$650,000,$485,000"
2500 The Strand ,"Jun 22, 1988",Public Records,Sold (Public Records),"$1,250,000"
2648 The Strand ,"Jun 24, 1986,Jun 24, 1986","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$595,000,$595,000"
3007 The Strand ,"Sep 20, 1978,Mar 31, 1967","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$353,000,$37,000"
3116 THE STRAND ,"Aug 3, 1995,May 16, 1995,May 15, 1995,Nov 10, 1994","Public Records,CRMLS #S111272,CRMLS #S108086,CRMLS #S108086","Sold (Public Records),Listed,Delisted,Listed","$865,000,**,*"
3415 PALM Dr ,"May 18, 2010,Apr 2, 2010,Nov 25, 2009,Nov 6, 2009,Oct 19, 2009,Aug 24, 2009,Apr 21, 2009,Feb 25, 2009,Apr 11, 1996,Apr 11, 1996","Public Records,CRISNet #F1800052,CRISNet #F1800052,CRISNet #F1800052,CRISNet #F1800052,CRISNet #F1800052,CRISNet #F1800052,CRISNet #F1800052,Public Records,Public Records","Sold (Public Records),Pending,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Listed,Sold (Public Records),Sold (Public Records)","$2,450,000,**,**,**,**,**,**,$565,000,$565,000"
108 35th St ,"Dec 26, 2012,Dec 24, 2012,Sep 21, 2012,Jun 25, 1968","CRMLS #S12118481,Public Records,CRMLS #S12118481,Public Records","Delisted (Cancelled),Sold (Public Records),Listed (Active),Sold (Public Records)","$2,500,000,*,$42,000"
3324 Hermosa Ave ,"Sep 9, 1994,Jul 16, 1985","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$10,125,000,$480,000"
3312 Hermosa Ave ,"Jan 4, 2006",Public Records,Sold (Public Records),"$2,550,000"
126 33rd St ,"Dec 27, 1976",Public Records,Sold (Public Records),"$131,500"
115 31st St ,"Oct 20, 1987,Oct 20, 1987","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$335,000,$335,000"
Undisclosed Address,"Sep 25, 2000,May 25, 2000,May 25, 2000,Sep 6, 1989","CRMLS #S180294,CRMLS #S180294,CRMLS #S180288,Public Records","Delisted,Listed,Listed,Sold (Public Records)","*,**,$535,000"
2910 Hermosa Ave ,"Dec 22, 2012,Nov 8, 2002,Nov 8, 2002,Aug 15, 2002,Mar 11, 1988,Oct 31, 1985,Oct 31, 1985","CRMLS #S329757,CRMLS #S329757,CRMLS #S329757,CRMLS #S329757,Public Records,Public Records,Public Records","Price Changed,Price Changed,Delisted,Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","*,*,*,$815,000,$290,000,$290,000"
356 27th St ,"Jan 25, 1977",Public Records,Sold (Public Records),"$83,000"
339 26th St ,"Jan 26, 1973",Public Records,Sold (Public Records),"$28,000"
334 28TH St ,"Jul 31, 1998,Dec 5, 1997,Aug 6, 1997","Public Records,Public Records,CRMLS #S134712","Sold (Public Records),Sold (Public Records),Listed","$850,000,$350,000,**"
242 28th St ,"Mar 7, 2003,Nov 3, 1980","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$1,065,000,$166,000"
245 28TH St ,"Mar 20, 1996,Nov 12, 1995,Jul 3, 1995,Mar 6, 1995,Jun 22, 1989","Public Records,CRMLS #S114623,CRMLS #S109825,CRMLS #S109825,Public Records","Sold (Public Records),Listed,Delisted,Listed,Sold (Public Records)","$405,000,**,*,$479,500"
319 29TH St ,"Dec 2, 1997,Oct 22, 1997,Oct 22, 1997,Jun 12, 1997","Public Records,CRMLS #S138208,CRMLS #S132187,CRMLS #S132187","Sold (Public Records),Listed,Delisted,Listed","$735,000,**,*"
307 29th St ,"May 18, 1983",Public Records,Sold (Public Records),"$192,500"
Undisclosed Address,"Sep 24, 1997,Sep 24, 1997,Jun 26, 1997,Jun 28, 1985,Dec 19, 1980","Public Records,Public Records,CRMLS #S132841,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records)","$450,000,$450,000,**,$235,000,$140,500"
358 Longfellow Ave ,"Apr 28, 1967",Public Records,Sold (Public Records),"$23,500"
3202 Highland Ave ,"Aug 2, 1991,Aug 2, 1991","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$380,000,$380,000"
220 33rd St ,"Feb 11, 1980",Public Records,Sold (Public Records),"$61,000"
218 33rd St ,"Feb 27, 2013,May 23, 2012,Mar 15, 2012,Feb 17, 2012,Feb 15, 2012,Feb 15, 2012,Feb 15, 2012,Feb 15, 2012,Apr 16, 2011,Nov 10, 2010,Nov 25, 2005,Nov 10, 2005,Sep 8, 2005,Aug 8, 2001,Jun 13, 2001","Public Records,CRMLS #S12020739,CRMLS #S12020739,CRMLS #S12020739,CRMLS #S12020739,CRMLS #S12020739,CRMLS #S12020739,CRMLS #S12020739,CRMLS #S10118503,CRMLS #S10118503,CRMLS #S909320,Public Records,CRMLS #S909320,Public Records,CRMLS #S305609","Sold (Public Records),Delisted (Cancelled),Price Changed,Relisted (Active),Delisted (Hold),Relisted (Active),Delisted (Hold),Listed (Active),Delisted (Expired),Listed (Active),Sold (MLS),Sold (Public Records),Listed,Sold (Public Records),Listed","$1,496,000,*,*,*,$1,450,000,$1,450,000,$1,600,000,$729,000,**"
3404 Highland Ave ,"Dec 29, 1999,Aug 5, 1975","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$737,000,$79,000"
3412 Manhattan Ave ,"Feb 25, 1985",Public Records,Sold (Public Records),"$245,000"
217 HOMER St ,"Nov 5, 1998,Sep 17, 1998,Aug 5, 1993,Mar 27, 1992,Jun 30, 1988,Aug 19, 1980","Public Records,CRMLS #S153342,Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$810,000,**,$645,000,$647,000,$468,000,$265,000"
330 S Ingleside Dr ,"Sep 3, 1999,Apr 25, 1996","Public Records,CRMLS #S118057","Sold (Public Records),Listed","$760,000,**"
